# --- TEST-START ---
# CONFIG_JSON: {"name":"Custom 2D Slice","mode":"custom","polarization":"vertical","sweep":{"start_ghz":1.0,"stop_ghz":20.0,"points":101,"format":"MAG","power_dbm":0.0},"grid":{"phi_step_deg":null,"theta_step_deg":null,"custom_axis":"theta","custom_angle_deg":90.0,"custom_step_deg":1.0},"plot_options":{"title":"Live Pattern","grid":false,"y_limits":[-60.0,0.0],"do_not_modify_vna":false},"created_local":"2025-11-21 11:42:24","created_utc":"2025-11-21T16:42:24.109890Z"}
# META: vna=VNAController
# META: positioner=SerialController
# META: polarization=vertical
Phi (deg),Theta (deg),Frequency (GHz),Magnitude (dB)
107.0,90.0,1.19,-73.55,135.19029477824574
107.0,90.0,1.38,-62.4,56.87861072229751
107.0,90.0,1.57,-52.53,-157.53837083424693
107.0,90.0,1.76,-42.69,170.7747630871018
107.0,90.0,1.95,-44.52,142.29924959058317
107.0,90.0,2.14,-42.76,-1.691495452390948
107.0,90.0,2.33,-41.8,-84.20004640248013
107.0,90.0,2.52,-49.26,-138.5619310701561
107.0,90.0,2.71,-53.29,-154.6127749607636
107.0,90.0,2.9,-46.05,-143.3695956427806
107.0,90.0,3.09,-49.43,155.07834967309333
107.0,90.0,3.28,-46.14,132.9400148595383
107.0,90.0,3.47,-55.89,61.512684867095096
107.0,90.0,3.66,-52.04,106.25367247183841
107.0,90.0,3.85,-50.75,58.97904390285705
107.0,90.0,4.04,-47.85,5.8895189480998065
107.0,90.0,4.23,-48.54,-25.32287865731476
107.0,90.0,4.42,-50.95,-33.2899886123984
107.0,90.0,4.61,-50.78,-106.87976349900381
107.0,90.0,4.8,-51.67,-143.14183907513547
107.0,90.0,4.99,-49.24,-136.3846952242967
107.0,90.0,5.18,-49.35,-175.8998768906763
107.0,90.0,5.37,-52.94,124.77661084245176
107.0,90.0,5.56,-54.96,173.3373633540698
107.0,90.0,5.75,-51.86,104.80651727306389
107.0,90.0,5.94,-56.02,35.79697727891913
107.0,90.0,6.13,-60.75,58.44877403244367
107.0,90.0,6.32,-60.44,-49.51400213251023
107.0,90.0,6.51,-66.12,-14.066403586700671
107.0,90.0,6.7,-68.0,-3.786696185079199
107.0,90.0,6.89,-63.25,-65.6613833424172
107.0,90.0,7.08,-60.61,-88.09486137111335
107.0,90.0,7.27,-57.33,-136.32672285804682
107.0,90.0,7.46,-56.64,172.99258536626044
107.0,90.0,7.65,-71.37,124.45021004897794
107.0,90.0,7.84,-60.4,145.29759431928895
107.0,90.0,8.03,-60.5,143.96454854795147
107.0,90.0,8.22,-70.65,160.7644184181737
107.0,90.0,8.41,-59.52,49.43708298760342
107.0,90.0,8.6,-60.01,23.353130889534885
107.0,90.0,8.79,-63.98,0.8823873403447092
107.0,90.0,8.98,-63.26,20.772480412048377
107.0,90.0,9.17,-68.55,1.7765331464241039
107.0,90.0,9.36,-59.99,-82.95347469165408
107.0,90.0,9.55,-60.15,-129.65039783410128
107.0,90.0,9.74,-63.87,-123.5514228704584
107.0,90.0,9.93,-62.9,-156.72219662480407
107.0,90.0,10.12,-70.78,174.8139693004287
107.0,90.0,10.31,-65.5,138.51170914988333
107.0,90.0,10.5,-65.52,109.84641378094264
107.0,90.0,10.69,-66.29,94.02585467342715
107.0,90.0,10.88,-69.94,59.85385761604344
107.0,90.0,11.07,-71.74,-63.162246811651315
107.0,90.0,11.26,-87.04,-162.27045938236495
107.0,90.0,11.45,-76.92,-60.43086393329621
107.0,90.0,11.64,-71.53,-64.25634068052865
107.0,90.0,11.83,-73.06,-144.09776916959103
107.0,90.0,12.02,-67.42,-168.4027393229066
107.0,90.0,12.21,-65.03,157.70348106209696
107.0,90.0,12.4,-72.53,-117.41766708028194
107.0,90.0,12.59,-71.51,-161.48590464486003
107.0,90.0,12.78,-75.73,153.84521432023163
107.0,90.0,12.97,-72.04,-21.88120976300308
107.0,90.0,13.16,-66.08,-21.43565335833084
107.0,90.0,13.35,-72.43,-65.43388453976185
107.0,90.0,13.54,-72.42,-75.53802432394104
107.0,90.0,13.73,-71.56,-89.15264974739631
107.0,90.0,13.92,-72.95,-117.19829504099721
107.0,90.0,14.11,-71.05,-178.81652202677006
107.0,90.0,14.3,-69.0,172.53002351039447
107.0,90.0,14.49,-79.86,135.98467438857838
107.0,90.0,14.68,-71.65,128.1952950332245
107.0,90.0,14.87,-69.65,52.24204696306503
107.0,90.0,15.06,-68.66,34.35658437575972
107.0,90.0,15.25,-72.95,-89.49342973972942
107.0,90.0,15.44,-74.31,-133.03475533412117
107.0,90.0,15.63,-71.71,176.59664407222064
107.0,90.0,15.82,-71.24,150.64970796535866
107.0,90.0,16.01,-70.94,83.65467101289944
107.0,90.0,16.2,-68.81,78.68576341257099
107.0,90.0,16.39,-70.49,11.20642191222347
107.0,90.0,16.58,-73.05,55.23904598217039
107.0,90.0,16.77,-74.54,54.04429810300713
107.0,90.0,16.96,-75.33,158.62353082384018
107.0,90.0,17.15,-71.93,-167.30782196775283
107.0,90.0,17.34,-75.02,98.39811857367864
107.0,90.0,17.53,-84.24,-45.39252929309992
107.0,90.0,17.72,-89.97,158.31948506450806
107.0,90.0,17.91,-75.02,-142.3938874762172
107.0,90.0,18.1,-72.04,149.46329617691856
107.0,90.0,18.29,-74.76,-165.80779021225848
107.0,90.0,18.48,-87.31,-125.26748856880876
107.0,90.0,18.67,-79.7,80.09377262639664
107.0,90.0,18.86,-76.87,144.69276928857488
107.0,90.0,19.05,-74.86,-92.59894462926486
107.0,90.0,19.24,-78.18,50.7739850628835
107.0,90.0,19.43,-71.2,140.17073396388923
107.0,90.0,19.62,-70.79,85.566919035228
107.0,90.0,19.81,-72.89,20.74859408836063
107.0,90.0,20.0,-81.28,-59.814401250623604
108.0,90.0,1.0,-73.78,82.94431582331748
108.0,90.0,1.19,-75.17,138.93979282837086
108.0,90.0,1.38,-62.67,56.33972693421392
108.0,90.0,1.57,-51.58,-165.11327805331544
108.0,90.0,1.76,-42.7,167.68868731831455
108.0,90.0,1.95,-45.16,132.09885514327382
108.0,90.0,2.14,-42.51,-7.939232577736764
108.0,90.0,2.33,-41.8,-89.61326832740365
108.0,90.0,2.52,-48.42,-145.24600582109645
108.0,90.0,2.71,-53.19,-163.75496588331856
108.0,90.0,2.9,-45.85,-152.34665589965545
108.0,90.0,3.09,-50.33,139.4215064043541
108.0,90.0,3.28,-46.51,129.98688785011646
108.0,90.0,3.47,-51.75,37.364999917258665
108.0,90.0,3.66,-52.91,93.35966590418616
108.0,90.0,3.85,-51.26,43.59411822740675
108.0,90.0,4.04,-47.13,-3.6177845414766083
108.0,90.0,4.23,-48.31,-39.99181577208417
108.0,90.0,4.42,-51.14,-67.06664426195191
108.0,90.0,4.61,-49.81,-125.29212643283607
108.0,90.0,4.8,-49.8,-158.78456996121554
108.0,90.0,4.99,-49.75,-156.4662800149943
108.0,90.0,5.18,-50.36,171.87695011431805
108.0,90.0,5.37,-52.32,115.37246926889553
108.0,90.0,5.56,-55.88,148.69062563265263
108.0,90.0,5.75,-52.91,87.79320970548837
108.0,90.0,5.94,-53.01,25.33594658232648
108.0,90.0,6.13,-62.13,21.198760777236398
108.0,90.0,6.32,-60.14,-59.83413379762107
108.0,90.0,6.51,-66.27,-25.435100716724737
108.0,90.0,6.7,-69.4,-66.94519916259792
108.0,90.0,6.89,-59.44,-98.2596582237917
108.0,90.0,7.08,-60.5,-121.32515030011858
108.0,90.0,7.27,-58.77,-150.86876953209324
108.0,90.0,7.46,-55.26,165.0735780071763
108.0,90.0,7.65,-61.34,99.0820763021932
108.0,90.0,7.84,-61.99,123.4492619125128
108.0,90.0,8.03,-65.7,106.76773926362652
108.0,90.0,8.22,-67.05,74.59689535525308
108.0,90.0,8.41,-59.41,24.935815586164875
108.0,90.0,8.6,-60.36,6.579128096929191
108.0,90.0,8.79,-68.68,-34.86437813801138
108.0,90.0,8.98,-67.24,-74.95855482905316
108.0,90.0,9.17,-71.18,-98.86988541700107
108.0,90.0,9.36,-57.76,-103.87991515145634
108.0,90.0,9.55,-63.18,-147.34656230990313
108.0,90.0,9.74,-64.03,-172.81573024821085
108.0,90.0,9.93,-69.4,-176.75015459886464
108.0,90.0,10.12,-66.28,80.34731185166189
108.0,90.0,10.31,-66.47,116.58062509841476
108.0,90.0,10.5,-66.01,64.02200482273842
108.0,90.0,10.69,-70.79,59.92078306188061
108.0,90.0,10.88,-70.13,-27.559877465742222
108.0,90.0,11.07,-67.45,-82.78761336107713
108.0,90.0,11.26,-71.12,-97.52730354735226
108.0,90.0,11.45,-78.56,6.07110686561265
108.0,90.0,11.64,-72.19,-153.17205816796027
108.0,90.0,11.83,-70.73,-178.75350973228316
108.0,90.0,12.02,-69.54,170.6473797955184
108.0,90.0,12.21,-70.95,134.5643552876401
108.0,90.0,12.4,-69.91,-73.45085864741225
108.0,90.0,12.59,-69.81,67.27976157625574
108.0,90.0,12.78,-71.5,-10.53872496592143
108.0,90.0,12.97,-69.14,-3.7383039915402714
108.0,90.0,13.16,-71.68,-60.75870184778679
108.0,90.0,13.35,-88.07,-171.44499280343913
108.0,90.0,13.54,-77.56,154.31118681256365
108.0,90.0,13.73,-69.45,177.7832085815228
108.0,90.0,13.92,-74.92,-154.93762803695424
108.0,90.0,14.11,-72.09,-176.94562806067796
108.0,90.0,14.3,-70.73,110.71501704271063
108.0,90.0,14.49,-75.59,-167.2351863280761
108.0,90.0,14.68,-71.6,82.44353342994515
108.0,90.0,14.87,-74.91,-0.283219649910698
108.0,90.0,15.06,-82.47,-13.938447997800786
108.0,90.0,15.25,-71.47,-95.1547605767999
108.0,90.0,15.44,-68.8,171.46427363805014
108.0,90.0,15.63,-71.82,155.38438134312628
108.0,90.0,15.82,-71.92,98.91798673722893
108.0,90.0,16.01,-91.09,95.46004172833804
108.0,90.0,16.2,-76.12,108.22905100711807
108.0,90.0,16.39,-72.79,-137.42627536364955
108.0,90.0,16.58,-73.13,-167.94936014564595
108.0,90.0,16.77,-84.33,113.3600403005948
108.0,90.0,16.96,-81.5,122.76868589985511
108.0,90.0,17.15,-72.16,-168.3919028242835
108.0,90.0,17.34,-79.15,52.67370433974738
108.0,90.0,17.53,-72.49,-35.860589877351686
108.0,90.0,17.72,-91.71,-71.53828269161099
108.0,90.0,17.91,-77.86,53.87260400416123
108.0,90.0,18.1,-70.36,111.57240624203214
108.0,90.0,18.29,-80.58,145.21616032742492
108.0,90.0,18.48,-75.91,89.27044579396726
108.0,90.0,18.67,-73.23,33.806112160662494
108.0,90.0,18.86,-72.77,169.4853932430576
108.0,90.0,19.05,-82.44,172.93939108337915
108.0,90.0,19.24,-72.77,116.17227490076765
108.0,90.0,19.43,-80.84,53.09376996334771
108.0,90.0,19.62,-79.77,-20.58108042566538
108.0,90.0,19.81,-75.5,32.21243625878042
108.0,90.0,20.0,-80.27,-168.6501936516776
109.0,90.0,1.0,-69.57,75.97495212868854
109.0,90.0,1.19,-80.77,154.0748233733941
109.0,90.0,1.38,-62.82,60.745405512099985
109.0,90.0,1.57,-50.38,-166.49204327098153
109.0,90.0,1.76,-42.51,163.37071448548062
109.0,90.0,1.95,-45.52,118.71615737449311
109.0,90.0,2.14,-42.1,-13.504760732162328
109.0,90.0,2.33,-42.02,-95.153530615381
109.0,90.0,2.52,-48.09,-151.4001003332479
109.0,90.0,2.71,-51.59,-172.99939549253574
109.0,90.0,2.9,-46.01,-161.73692639180558
109.0,90.0,3.09,-51.47,122.04198787658547
109.0,90.0,3.28,-46.7,128.74941878025518
109.0,90.0,3.47,-48.37,23.501971572839416
109.0,90.0,3.66,-55.67,77.09449126578077
109.0,90.0,3.85,-51.63,22.49341677152961
109.0,90.0,4.04,-47.27,-17.69301778249726
109.0,90.0,4.23,-48.5,-50.89865381832992
109.0,90.0,4.42,-49.91,-90.96703959829169
109.0,90.0,4.61,-50.28,-140.89937506844655
109.0,90.0,4.8,-48.72,-175.06454399840038
109.0,90.0,4.99,-50.57,178.27608894562945
109.0,90.0,5.18,-51.12,161.90274257805052
109.0,90.0,5.37,-51.46,108.33323313012966
109.0,90.0,5.56,-56.68,132.2179790618024
109.0,90.0,5.75,-53.47,67.99267581502679
109.0,90.0,5.94,-51.84,15.232755587676213
109.0,90.0,6.13,-59.53,-20.563272306969
109.0,90.0,6.32,-57.64,-91.01107541024983
109.0,90.0,6.51,-66.12,-44.66651115050201
109.0,90.0,6.7,-70.73,-71.39876453086278
109.0,90.0,6.89,-60.81,-119.17416750240982
109.0,90.0,7.08,-61.81,-143.9375631749145
109.0,90.0,7.27,-57.74,-172.12515827556342
109.0,90.0,7.46,-55.54,150.40125799595938
109.0,90.0,7.65,-57.59,68.03980778275188
109.0,90.0,7.84,-62.84,63.35916970010454
109.0,90.0,8.03,-65.65,29.501653656687758
109.0,90.0,8.22,-64.64,7.097054935668083
109.0,90.0,8.41,-59.65,-7.308944921916005
109.0,90.0,8.6,-59.99,-16.645872576384438
109.0,90.0,8.79,-65.04,-73.10311835008964
109.0,90.0,8.98,-70.07,-96.13814360766787
109.0,90.0,9.17,-61.99,-137.82229251844547
109.0,90.0,9.36,-56.76,-120.19730831359938
109.0,90.0,9.55,-62.73,150.90547513455633
109.0,90.0,9.74,-71.51,-177.62120829028487
109.0,90.0,9.93,-69.01,107.16363120699567
109.0,90.0,10.12,-63.96,70.3764798329769
109.0,90.0,10.31,-68.58,91.0727470643463
109.0,90.0,10.5,-69.42,44.13170886484014
109.0,90.0,10.69,-71.05,-32.44322107773803
109.0,90.0,10.88,-67.54,-79.82907114422152
109.0,90.0,11.07,-70.39,-83.36390748531977
109.0,90.0,11.26,-80.01,-145.3262976045621
109.0,90.0,11.45,-75.2,159.66245169180343
109.0,90.0,11.64,-75.52,72.80207694277796
109.0,90.0,11.83,-70.96,-176.94345794130135
109.0,90.0,12.02,-73.87,157.3534095007062
109.0,90.0,12.21,-82.67,66.8795537605525
109.0,90.0,12.4,-71.18,-83.9445825745094
109.0,90.0,12.59,-74.92,-31.503829655451387
109.0,90.0,12.78,-72.92,-8.063541052265895
109.0,90.0,12.97,-76.36,-2.5076486808391527
109.0,90.0,13.16,-77.56,68.11703898400631
109.0,90.0,13.35,-69.89,171.580685521026
109.0,90.0,13.54,-67.26,115.96152226418766
109.0,90.0,13.73,-74.77,-159.4636720641808
109.0,90.0,13.92,-76.78,117.04663589971828
109.0,90.0,14.11,-81.66,179.81216508438496
109.0,90.0,14.3,-87.49,78.82877998585164
109.0,90.0,14.49,-75.03,-123.78832609376319
109.0,90.0,14.68,-94.93,-62.33593922146269
109.0,90.0,14.87,-67.01,-72.93767531508331
109.0,90.0,15.06,-79.23,-116.36651092636508
109.0,90.0,15.25,-73.03,-153.98738625046118
109.0,90.0,15.44,-72.34,152.6610458242079
109.0,90.0,15.63,-80.66,101.53494013086012
109.0,90.0,15.82,-74.5,83.27482182126062
109.0,90.0,16.01,-78.45,-77.01021650040889
109.0,90.0,16.2,-78.01,-91.67623343231226
109.0,90.0,16.39,-82.45,-143.33716351754884
109.0,90.0,16.58,-72.97,-116.29040420730848
109.0,90.0,16.77,-69.72,165.67521834458122
109.0,90.0,16.96,-78.86,92.33494632694293
109.0,90.0,17.15,-82.05,64.1430988682989
109.0,90.0,17.34,-79.17,-46.66596310493421
109.0,90.0,17.53,-89.8,125.52272549400871
109.0,90.0,17.72,-79.43,-150.07035853178672
109.0,90.0,17.91,-72.88,157.46121351655214
109.0,90.0,18.1,-71.36,79.14491966227823
109.0,90.0,18.29,-74.8,127.6506213620471
109.0,90.0,18.48,-83.84,-90.81568651363031
109.0,90.0,18.67,-75.55,-105.32886092109688
109.0,90.0,18.86,-79.96,-153.8673797390743
109.0,90.0,19.05,-74.73,-163.62336105388817
109.0,90.0,19.24,-88.94,141.13242571579454
109.0,90.0,19.43,-78.59,40.160291541164916
109.0,90.0,19.62,-76.37,-34.56554238731648
109.0,90.0,19.81,-81.32,-89.37343773952124
109.0,90.0,20.0,-84.29,92.03882974855026
110.0,90.0,1.0,-81.22,43.249450888318016
110.0,90.0,1.19,-73.78,120.08312785575143
110.0,90.0,1.38,-64.09,64.44767023441379
110.0,90.0,1.57,-49.01,-173.49254419595772
110.0,90.0,1.76,-42.42,160.39841137925663
110.0,90.0,1.95,-45.54,105.1445036266503
110.0,90.0,2.14,-41.84,-19.18118978898024
110.0,90.0,2.33,-42.07,-101.3236825989905
110.0,90.0,2.52,-47.71,-157.48537109462632
110.0,90.0,2.71,-50.75,179.89582395216172
110.0,90.0,2.9,-46.04,-168.7674930376362
110.0,90.0,3.09,-51.05,103.61081423574478
110.0,90.0,3.28,-47.19,123.69421164211114
110.0,90.0,3.47,-46.52,18.70691263201215
110.0,90.0,3.66,-59.03,48.547610024809494
110.0,90.0,3.85,-52.32,5.17008727230955
110.0,90.0,4.04,-47.42,-29.57447069871818
110.0,90.0,4.23,-48.88,-68.0818239391157
110.0,90.0,4.42,-48.22,-113.1409113994835
110.0,90.0,4.61,-50.27,-159.66971703105514
110.0,90.0,4.8,-48.27,177.19536573046713
110.0,90.0,4.99,-49.9,153.93100573745335
110.0,90.0,5.18,-53.76,152.61113240338074
110.0,90.0,5.37,-51.3,104.07124756307051
110.0,90.0,5.56,-56.43,110.78210742224933
110.0,90.0,5.75,-53.08,47.25277609798065
110.0,90.0,5.94,-49.82,5.053247541102026
110.0,90.0,6.13,-56.19,-37.22584392634001
110.0,90.0,6.32,-55.55,-111.93130809844732
110.0,90.0,6.51,-67.68,-108.77239510135311
110.0,90.0,6.7,-65.91,-132.33364564914382
110.0,90.0,6.89,-58.74,-134.9848219676654
110.0,90.0,7.08,-59.55,-168.1556387882394
110.0,90.0,7.27,-62.68,163.2577068210938
110.0,90.0,7.46,-57.41,140.4093697241766
110.0,90.0,7.65,-54.22,62.15212371570051
110.0,90.0,7.84,-60.9,13.111526976589156
110.0,90.0,8.03,-63.56,-9.525104501622813
110.0,90.0,8.22,-61.8,-0.6088981167448615
110.0,90.0,8.41,-61.62,-22.076868323216985
110.0,90.0,8.6,-61.96,-54.31750937900088
110.0,90.0,8.79,-62.79,-135.31997928134726
110.0,90.0,8.98,-61.79,-124.61755664033498
110.0,90.0,9.17,-60.72,-140.03397215465154
110.0,90.0,9.36,-58.74,-140.50024611255324
110.0,90.0,9.55,-60.55,123.31975939034686
110.0,90.0,9.74,-73.05,69.19985009938989
110.0,90.0,9.93,-68.61,92.18061379806909
110.0,90.0,10.12,-64.74,73.28896433501528
110.0,90.0,10.31,-68.35,29.68525628268993
110.0,90.0,10.5,-71.3,-4.363421986202556
110.0,90.0,10.69,-69.8,-79.558372046737
110.0,90.0,10.88,-68.33,-83.2050636814237
110.0,90.0,11.07,-69.84,-87.64925102932233
110.0,90.0,11.26,-70.71,-179.9925912478187
110.0,90.0,11.45,-69.45,130.93676173262904
110.0,90.0,11.64,-66.4,107.95703966383522
110.0,90.0,11.83,-72.18,-112.52557247460571
110.0,90.0,12.02,-73.78,146.25733717891106
110.0,90.0,12.21,-79.45,87.82186535744425
110.0,90.0,12.4,-67.3,-17.78338665386498
110.0,90.0,12.59,-72.74,-38.121513239204766
110.0,90.0,12.78,-70.35,37.991576803514604
110.0,90.0,12.97,-92.55,-31.843169180681677
110.0,90.0,13.16,-73.44,144.4756593586905
110.0,90.0,13.35,-65.07,166.5247531381302
110.0,90.0,13.54,-71.25,152.1400060284545
110.0,90.0,13.73,-81.01,129.5838514593054
110.0,90.0,13.92,-70.29,79.77696380651696
110.0,90.0,14.11,-72.07,-32.07435012525332
110.0,90.0,14.3,-76.88,-15.534424773367691
110.0,90.0,14.49,-72.46,165.16384613096218
110.0,90.0,14.68,-73.75,-102.00574707734627
110.0,90.0,14.87,-73.1,-66.71505568175601
110.0,90.0,15.06,-69.16,155.34382231542972
110.0,90.0,15.25,-72.83,155.01281903327228
110.0,90.0,15.44,-80.67,52.10858194934065
110.0,90.0,15.63,-71.3,46.9793430479696
110.0,90.0,15.82,-71.52,-55.98793056680539
110.0,90.0,16.01,-78.14,147.29630394743938
110.0,90.0,16.2,-75.75,-116.23599719357287
110.0,90.0,16.39,-78.09,139.87540539079353
110.0,90.0,16.58,-73.51,-128.79937805200777
110.0,90.0,16.77,-79.61,138.59640668147244
110.0,90.0,16.96,-84.9,3.1139772285355463
110.0,90.0,17.15,-74.82,70.77936621030769
110.0,90.0,17.34,-82.05,98.03337341600852
110.0,90.0,17.53,-72.7,70.27588619202191
110.0,90.0,17.72,-72.92,101.91236174088282
110.0,90.0,17.91,-72.83,152.7932786527835
110.0,90.0,18.1,-77.86,-121.9512593484353
110.0,90.0,18.29,-75.4,2.213982879562512
110.0,90.0,18.48,-86.67,-123.72045930930426
110.0,90.0,18.67,-77.51,-58.533139247961394
110.0,90.0,18.86,-71.82,176.21756513129844
110.0,90.0,19.05,-84.37,97.87850357170012
110.0,90.0,19.24,-73.84,82.22301298769872
110.0,90.0,19.43,-80.12,153.35697586072467
110.0,90.0,19.62,-77.92,147.4074326621502
110.0,90.0,19.81,-73.84,1.409205864707554
110.0,90.0,20.0,-82.7,47.6715671648369
111.0,90.0,1.0,-77.28,83.16435189404459
111.0,90.0,1.19,-71.37,-174.22218629716983
111.0,90.0,1.38,-64.64,56.427194778200715
111.0,90.0,1.57,-48.33,179.5411697014918
111.0,90.0,1.76,-42.05,154.98330807142042
111.0,90.0,1.95,-45.22,91.05559847885262
111.0,90.0,2.14,-41.61,-25.053891115525346
111.0,90.0,2.33,-42.47,-108.26076543209597
111.0,90.0,2.52,-47.88,-162.77287362618338
111.0,90.0,2.71,-49.82,172.41189120785768
111.0,90.0,2.9,-46.16,-177.40332314562977
111.0,90.0,3.09,-50.31,79.59741320609123
111.0,90.0,3.28,-48.92,112.52643932601244
111.0,90.0,3.47,-44.73,13.763895074837976
111.0,90.0,3.66,-58.97,20.47391975832532
111.0,90.0,3.85,-52.06,-12.076236875968853
111.0,90.0,4.04,-47.41,-44.04869437500845
111.0,90.0,4.23,-49.29,-81.27597464564337
111.0,90.0,4.42,-46.38,-130.3174480267679
111.0,90.0,4.61,-51.0,173.85792829910773
111.0,90.0,4.8,-48.03,169.81699754819675
111.0,90.0,4.99,-48.41,134.8662852199888
111.0,90.0,5.18,-57.58,126.62885592430412
111.0,90.0,5.37,-51.98,96.8433581043497
111.0,90.0,5.56,-57.49,93.11797047709669
111.0,90.0,5.75,-53.47,40.469034921229415
111.0,90.0,5.94,-50.53,-5.054900905105499
111.0,90.0,6.13,-56.34,-60.78843779076106
111.0,90.0,6.32,-55.29,-120.68243235227767
111.0,90.0,6.51,-65.33,-164.64617988377012
111.0,90.0,6.7,-63.52,-147.71938265178915
111.0,90.0,6.89,-58.63,-168.98280825951147
111.0,90.0,7.08,-63.79,177.69180238234318
111.0,90.0,7.27,-63.96,137.2826929461809
111.0,90.0,7.46,-60.4,135.75230855759418
111.0,90.0,7.65,-53.46,43.08031023494376
111.0,90.0,7.84,-60.24,2.800732765812867
111.0,90.0,8.03,-68.43,-10.684070520880368
111.0,90.0,8.22,-62.4,-7.091177989555461
111.0,90.0,8.41,-63.2,-70.78617589618669
111.0,90.0,8.6,-62.34,-95.65583190177959
111.0,90.0,8.79,-61.06,-156.32100630096215
111.0,90.0,8.98,-63.48,-144.8678754856438
111.0,90.0,9.17,-62.84,-148.26523765367614
111.0,90.0,9.36,-62.44,-174.66221201827508
111.0,90.0,9.55,-58.61,83.49086118687413
111.0,90.0,9.74,-66.15,34.3279831525416
111.0,90.0,9.93,-62.08,44.99692684482051
111.0,90.0,10.12,-64.69,29.887227313644015
111.0,90.0,10.31,-64.92,-66.60331538642018
111.0,90.0,10.5,-77.53,-57.531937030877444
111.0,90.0,10.69,-71.58,-99.06764990005722
111.0,90.0,10.88,-68.69,-117.79363530765937
111.0,90.0,11.07,-65.75,-171.75491147573806
111.0,90.0,11.26,-70.18,122.81833714081237
111.0,90.0,11.45,-68.7,115.80952030230509
111.0,90.0,11.64,-73.68,63.85861750656323
111.0,90.0,11.83,-71.59,-85.15408824094563
111.0,90.0,12.02,-78.73,81.1937317744199
111.0,90.0,12.21,-80.43,18.479506419235154
111.0,90.0,12.4,-73.86,-83.29190027086877
111.0,90.0,12.59,-73.59,48.242421591774104
111.0,90.0,12.78,-66.98,123.23808121715778
111.0,90.0,12.97,-77.84,36.6122652375964
111.0,90.0,13.16,-73.08,143.42792827499153
111.0,90.0,13.35,-69.06,140.4763833231584
111.0,90.0,13.54,-77.77,90.90789709837973
111.0,90.0,13.73,-82.9,-21.054194850047747
111.0,90.0,13.92,-78.04,78.97075318964744
111.0,90.0,14.11,-68.11,-36.118488860870414
111.0,90.0,14.3,-72.1,32.71803735641031
111.0,90.0,14.49,-73.83,142.97098747243385
111.0,90.0,14.68,-73.54,173.1040898871573
111.0,90.0,14.87,-71.77,-114.1145499719647
111.0,90.0,15.06,-70.08,115.65788083700227
111.0,90.0,15.25,-68.48,140.4452504858633
111.0,90.0,15.44,-70.58,32.96448087500163
111.0,90.0,15.63,-84.95,-52.26551352237076
111.0,90.0,15.82,-72.42,-112.61473484348713
111.0,90.0,16.01,-79.49,-114.19070801335715
111.0,90.0,16.2,-81.26,108.51177834246651
111.0,90.0,16.39,-74.54,128.98556773748558
111.0,90.0,16.58,-79.85,-43.6911468936983
111.0,90.0,16.77,-75.18,83.9696631400135
111.0,90.0,16.96,-87.2,-23.49269551067435
111.0,90.0,17.15,-72.89,-174.0437829152348
111.0,90.0,17.34,-73.58,152.98789228202787
111.0,90.0,17.53,-81.74,128.85566572912694
111.0,90.0,17.72,-74.25,91.28174491627719
111.0,90.0,17.91,-69.07,68.27021071088956
111.0,90.0,18.1,-76.11,147.05799358545215
111.0,90.0,18.29,-73.67,172.34811208496808
111.0,90.0,18.48,-71.83,-103.22872612425361
111.0,90.0,18.67,-71.9,179.63993989497982
111.0,90.0,18.86,-71.23,123.97759074435812
111.0,90.0,19.05,-86.37,38.49782645643475
111.0,90.0,19.24,-76.37,9.812943457307501
111.0,90.0,19.43,-76.93,-83.71522883925202
111.0,90.0,19.62,-75.68,-87.40576440810817
111.0,90.0,19.81,-80.1,-26.72277350736117
111.0,90.0,20.0,-75.47,-1.4551920315242968
112.0,90.0,1.0,-68.82,11.510184713854
